Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Beautiful,Boring,Depressing,Lively,Safety,Wealthy,Combined_Score1
2019-12-29 13:50:35:527,gps,30.52298239,114.3988981,17.35717773,8.16989708,2.76999998,1.80380154,11.42318249,304.3999939,29.43987083,37.40804,56.28194,60.260242,36.900208,33.175404,37.904915,40,38.75,54,59.92,52.52,51.92,51.86,38
2019-12-29 13:50:36:523,gps,30.52300051,114.3988684,17.01556396,8.0023489,4.01999998,2.05681801,11.37841988,288.2999878,25.26506805,24.72698,44.169926,55.9519,25.554659,31.24077,36.645607,58,42.44,50.4,61.18,52.32,60.9,54.02,36
2019-12-29 13:50:37:520,gps,30.52303526,114.3988248,17.52850342,7.515203,5.0999999,2.26108384,11.32624149,280.8999939,23.08641243,26.26881,44.384716,54.12548,22.432634,30.697006,35.981884,73,40.6,51.18,58.38,49.44,52.18,54,36
2019-12-29 13:50:38:527,gps,30.52306372,114.3987572,18.92218018,7.32234955,6.44000006,2.04443145,11.19206619,276.7000122,16.15922356,38.3577,57.446938,52.94964,31.137854,40.032776,36.644833,93,38.83,54.6,59.5,54.88,47.74,50.96,39
2019-12-29 13:50:39:525,gps,30.52306665,114.3986866,20.10644531,7.12365103,6.48999977,2.28659129,11.19605637,272.3999939,18.39923668,39.89865,59.221413,53.07705,40.152237,37.602203,34.704536,93,42.62,55.98,50.5,44.66,41.5,36.38,40
2019-12-29 13:50:40:523,gps,30.5230889,114.3986226,19.34838867,6.32686901,6.73000002,1.90213037,10.64860249,275.1000061,12.97973728,28.2016,64.056046,50.229454,30.121485,39.662743,36.088844,97,39.28,57.08,55.32,53.22,38.36,46.64,37
2019-12-29 13:50:41:531,gps,30.52309506,114.3985571,19.3536377,6.45622969,6.30000019,2.24439311,10.83690834,273.8999939,18.11544228,28.097694,61.843372,55.439953,34.38784,45.439217,39.235737,91,43.1,55.5,49.1,43,39.06,45.88,38
2019-12-29 13:50:42:523,gps,30.52309599,114.3984852,19.62365723,6.40329456,5.98999977,2.75426936,11.11342525,271.1000061,24.86391449,27.97135,61.077847,50.69026,32.68485,29.872736,35.49056,86,36.98,59.58,60.68,53.76,55.18,49.78,36
2019-12-29 13:50:43:528,gps,30.52310095,114.3984229,19.80108643,6.12519836,5.59000015,2.95372653,11.31289959,271.5,28.86732674,29.100708,60.142994,48.520844,36.17376,25.743214,34.619656,80,44.67,54.36,58.2,53.66,50.88,54.52,36
2019-12-29 13:50:44:556,gps,30.52309583,114.3983671,19.61883545,5.82679796,4.69000006,2.27864003,10.92256069,265.5,24.22894096,42.31118,58.015667,45.58319,29.927595,25.695375,31.788204,67,41.44,51.6,52.28,52.16,48.44,53.7,38
2019-12-29 13:50:45:534,gps,30.52310455,114.3983275,20.3572998,5.59272718,2.72000003,2.46294546,10.99653244,264.7999878,43.75922775,41.43269,54.986416,47.01548,26.266863,27.05781,33.765575,39,43.38,56.16,49.5,47.22,45.6,47.02,38
2019-12-29 13:50:46:520,gps,30.52310979,114.3983046,20.78430176,5.78041744,1.71000004,2.60499525,11.24495029,270.7999878,63.48887634,35.748547,56.133762,51.732754,24.364023,33.71975,26.687565,25,49.38,53.96,47.36,48.16,44.94,38.44,35
2019-12-29 13:50:47:536,gps,30.52312427,114.398278,20.85437012,5.57088852,2.3900001,2.02714086,10.88001537,279,39.17875671,38.18428,63.442432,50.253853,24.705969,33.059624,28.84041,34,42.22,52.58,59.4,53.18,49.58,40.94,35
2019-12-29 13:50:48:529,gps,30.52312442,114.3982325,20.9989624,5.70614767,3.97000003,1.84567058,10.84942245,273.2000122,21.20118141,31.72879,61.762383,48.604282,25.039133,26.49116,27.268219,57,49.5,54.92,59.96,46.8,39.54,41.54,33
2019-12-29 13:50:49:525,gps,30.52311969,114.3981737,21.57971191,5.65492773,5.23000002,1.71265876,10.77881145,273,14.34809971,41.752357,58.72393,52.581104,18.556108,29.67875,33.072353,75,41.66,51.26,63.2,57.46,48.3,47.14,35
2019-12-29 13:50:50:530,gps,30.5231318,114.3981171,21.55792236,5.53741884,5.73000002,1.55425227,10.54928398,273.5,10.3409481,40.605804,61.050392,46.96692,14.036012,38.30533,27.09134,82,46.22,51.8,61.14,44.74,41.5,34.68,35
2019-12-29 13:50:51:528,gps,30.52313727,114.3980481,22.42706299,6.12808943,6.11999989,1.75453699,10.65698624,273.2000122,12.72579098,24.899492,57.347157,57.26923,27.314497,33.568634,29.320612,88,39.04,54.74,61.96,25.5,36.42,32.76,33
2019-12-29 13:50:52:532,gps,30.52313154,114.3979748,23.81896973,5.76466322,6.17999983,1.74828482,10.53934288,270.1000061,12.3413763,33.213352,55.31248,53.66802,27.326803,30.002167,30.428535,89,48.62,50.48,60.66,46.1,40.66,43.36,35
2019-12-29 13:50:53:527,gps,30.52313238,114.3979128,23.90344238,5.62763834,6.07999992,1.80712473,10.38238525,268.7999878,12.71079636,33.87998,53.868732,51.71101,30.619873,49.56775,32.513893,87,43.64,50.08,61.02,40.98,40.2,38.01,40
2019-12-29 13:50:54:529,gps,30.52313947,114.3978444,24.48773193,5.45248461,5.92000008,2.64070058,10.4416914,270.3999939,23.77215958,19.040329,55.906643,45.471703,43.905224,39.960716,42.12064,85,41.08,52.3,58.26,51.82,44.7,38.08,41
2019-12-29 13:50:55:519,gps,30.52313066,114.3977819,25.25256348,5.33909607,5.51999998,2.08009624,10.23405933,267.3999939,17.76594162,38.255936,66.505806,68.52214,50.41728,49.53637,56.661102,79,41.1,53.58,58.42,54.16,46.74,38.52,43
2019-12-29 13:50:56:523,gps,30.52311258,114.3977312,22.29876709,3.4439168,4.92000008,1.19920802,9.9350462,258.2000122,6.6087966,45.131115,56.530777,45.394615,30.278433,31.919424,27.711756,71,40.76,52.96,59.52,52.78,46.48,38.52,39
2019-12-29 13:50:57:519,gps,30.52309886,114.3976851,24.49749756,3.67028356,4.36999989,0.78434688,9.9350462,241.8999939,3.92218232,24.216192,54.21701,58.915787,40.341274,31.87179,42.67273,63,40.46,48.64,60.58,53.32,51.92,49.32,38
2019-12-29 13:50:58:530,gps,30.5230801,114.3976374,26.3862915,3.56367302,4.13999987,1.48519361,9.9350462,239.3999939,16.66168213,35.62922,51.813587,54.71672,22.174706,36.025764,39.58182,60,43.22,54.1,64.7,56.46,47.44,49.62,38
2019-12-29 13:50:59:521,gps,30.52304426,114.3976308,27.23028564,3.77694917,4.36000013,1.54673851,9.9350462,187.199997,14.82091999,19.348574,48.548794,54.46006,23.502264,31.416664,46.94503,63,39.08,50.86,63.36,54.3,49.82,52.24,36
2019-12-29 13:51:00:525,gps,30.52301494,114.3976077,27.93280029,4.19380236,3.8499999,2.06021833,9.9350462,196.5,26.68248177,29.4271,47.954468,57.55908,28.647255,38.92208,48.11382,55,40.22,53.56,65.8,54.36,49.24,51.54,40
2019-12-29 13:51:01:525,gps,30.52296392,114.3976174,26.3704834,4.06945086,5.82000017,1.91167462,9.97039032,175.8000031,16.36629868,25.133732,39.697346,60.95276,33.60522,39.682434,48.354465,84,33.52,48.66,62.48,54.48,68.34,53.54,41
2019-12-29 13:51:02:520,gps,30.52290541,114.3976223,26.05908203,3.86416197,6.30000019,1.88732612,10.03702259,177.5,14.78726864,26.47433,48.104412,61.109688,18.517414,31.033236,32.358063,91,40.82,54.12,63.28,54.76,51.8,55.78,33
2019-12-29 13:51:03:525,gps,30.52284177,114.3976226,27.19073486,3.69701552,6.88999987,1.78600109,9.9350462,179.5,13.43110085,14.485169,37.5065,58.853706,27.48037,35.088207,37.68818,99,27.18,50.32,69.9,43.4,48.8,47.26,36
2019-12-29 13:51:04:527,gps,30.52280393,114.3976363,24.17626953,3.68142843,6.46999979,2.18835545,10.18609619,181.5,18.19293213,30.423765,50.290203,62.6861,24.522062,33.540543,32.54694,93,38.9,45.1,66.9,46.44,71.92,54.02,35
2019-12-29 13:51:05:523,gps,30.52274771,114.3976392,21.378479,3.55305934,5.63999987,1.47139394,9.9350462,181.8000031,12.3108387,21.729534,54.060894,61.656136,39.22015,39.38449,38.857647,81,38.9,52.5,57.72,49.56,60.66,56.6,37
2019-12-29 13:51:06:524,gps,30.52269267,114.3976334,21.94750977,3.76210189,5.86999989,2.01009941,10.05133057,187.6000061,17.74624252,18.317957,58.410114,59.26127,37.745518,37.166256,34.94738,84,42.56,47.48,54.28,48.94,50.46,45.74,35
2019-12-29 13:51:07:521,gps,30.52263977,114.3976129,23.51849365,4.04400969,5.6500001,2.4214251,10.14821339,202.6000061,22.90084648,17.392841,64.36295,59.27469,35.499428,31.88129,28.988142,81,35.96,47.72,55.3,42.04,53.1,56.86,32
2019-12-29 13:51:08:522,gps,30.52258765,114.3976074,25.20410156,4.04374313,5.28999996,2.19009137,10.35802937,183.6000061,21.07725143,33.971016,65.12737,54.342613,25.37197,33.07388,28.417164,76,41.46,50.14,58.96,53.38,54.16,48.26,34
2019-12-29 13:51:09:531,gps,30.52255199,114.3975918,25.80212402,4.22641659,3.53999996,1.97190261,10.52102852,204.8000031,26.68520546,34.105873,57.914562,58.06429,20.536211,36.76164,32.621128,51,39.22,50.04,62.32,56.02,56.18,60.27,35
2019-12-29 13:51:10:521,gps,30.52251749,114.3976036,25.440979,4.31611681,3.41000009,1.93041444,10.34499073,186.3000031,27.99867249,27.419807,54.27451,56.80356,22.731579,36.471855,23.777012,49,36.16,57.64,61.35,52.16,40.12,56.38,33
2019-12-29 13:51:11:521,gps,30.52248723,114.3975793,25.2444458,4.17111206,3.38000011,2.09153056,10.29057407,203.8999939,31.37042046,30.68213,52.257656,55.318123,26.86536,30.6641,28.623665,49,34.78,58.68,60.77,52.36,36.66,57.33,35
2019-12-29 13:51:12:518,gps,30.52244441,114.3975839,24.09338379,4.32668304,4.44000006,2.33310962,10.3539114,190.3999939,27.71316719,18.170433,49.966835,54.607147,28.587961,39.304863,30.13129,64,36.16,55.76,59.75,53.7,39.92,56.74,35
2019-12-29 13:51:13:527,gps,30.52240958,114.3975684,24.20825195,4.52006006,4.28000021,2.49018073,10.64435768,195.699997,30.83007622,25.830305,55.606705,52.073227,30.660173,37.004314,32.86601,62,38.86,58.52,57.08,53.24,37.76,54.9,36
2019-12-29 13:51:14:527,gps,30.52238257,114.3975595,22.98095703,4.5454855,3.43000007,1.57035029,10.32499504,196.699997,21.27610397,34.56374,52.334805,44.304165,25.482399,34.477512,31.976612,49,40.96,51.48,56.65,50.4,44.08,46.36,38
2019-12-29 13:51:15:529,gps,30.52234757,114.3975499,22.3147583,4.48547983,3.6500001,1.29034877,10.20628548,191.3999939,13.28944397,29.750456,56.76904,52.363052,24.217875,37.423603,35.996677,53,39.42,54.78,56.31,48.52,38.82,43.08,36
2019-12-29 13:51:16:524,gps,30.52230323,114.3975521,23.11682129,4.87505245,3.9000001,1.84504747,10.34586906,191.1000061,23.07897758,28.543386,54.48708,52.333366,27.361618,40.85609,40.420254,56,44.74,49.92,54.03,51.34,49.2,51.7,38
2019-12-29 13:51:17:522,gps,30.52225489,114.3975475,24.57397461,4.64875031,4.38999987,1.92439604,10.42622375,186.6000061,21.5113163,23.711023,64.0482,56.9148,29.938099,44.526245,41.435894,63,41.54,50.26,55.18,53.26,50.08,53.46,36
2019-12-29 13:51:18:522,gps,30.52220885,114.3975648,24.59301758,4.54596758,4.48999977,2.19718003,10.69679356,177.3000031,25.37159157,30.16843,59.969234,46.074,30.345407,46.083366,46.9485,65,42.2,53.36,56.68,53.22,47.58,49.02,41
2019-12-29 13:51:19:521,gps,30.52216274,114.3975684,24.68371582,4.27963209,4.73000002,2.06816339,10.68928814,180,22.40722466,18.669838,60.465996,50.81924,23.365358,42.082226,41.231956,68,45,58.56,51.86,33.36,42.18,43.28,36
2019-12-29 13:51:20:527,gps,30.52210138,114.3975561,24.84289551,3.20523858,5.59000015,1.90688229,10.5591383,183,17.22411156,24.256403,63.14418,50.340523,36.57296,49.568542,48.269485,80,57.76,58.56,55.88,33.82,36.36,34.92,41
2019-12-29 13:51:21:522,gps,30.52203838,114.3975354,25.31292725,3.38205409,6.30999994,1.69177425,10.35875893,180.3999939,12.90039635,25.321835,64.27889,62.258945,35.66067,43.08587,45.34005,91,46.4,54.18,53.16,29.92,38.2,34.94,37
2019-12-29 13:51:22:528,gps,30.52198028,114.3975428,25.16870117,3.5439887,6.73000002,1.75823772,10.51972103,175.5,12.86949635,31.608181,63.682262,65.337776,36.336796,43.554108,41.60626,97,53.32,57.48,56.38,27.44,36.3,31.02,37
2019-12-29 13:51:23:530,gps,30.52191994,114.397535,25.91436768,3.69174862,6.61000013,1.90262973,10.65712643,181.3999939,14.25689602,22.172153,56.721546,53.68972,26.71065,40.247295,48.821613,95,51.82,57.62,47.78,43.42,33.3,31.1,38
2019-12-29 13:51:24:521,gps,30.52187151,114.3975333,26.59210205,3.53769779,5.3499999,1.01237345,10.37038994,185.3999939,9.10226536,28.031298,62.642426,50.26548,26.707415,38.152843,46.739796,77,39.58,55.36,52.54,38.44,43.12,41.34,38
2019-12-29 13:51:25:521,gps,30.52183005,114.3975506,26.17858887,3.4968667,5.1500001,1.40264034,10.32608604,177.8000031,13.23464108,27.538519,58.81223,55.74057,35.9079,44.609245,46.834454,74,39.2,59.86,52.34,40.96,38.28,44.28,40
2019-12-29 13:51:26:522,gps,30.52178531,114.3975426,24.46502686,3.42028141,4.57000017,0.8527602,10.07779121,181.199997,8.27820396,28.187656,56.888065,54.76542,33.50398,45.446705,46.957417,66,47.06,55.26,55.1,52.48,40.28,49.88,40
2019-12-29 13:51:27:530,gps,30.52173895,114.3975225,24.12231445,3.39975572,3.74000001,0.67941153,9.9350462,184.1000061,8.69194126,26.526423,57.113422,56.941704,36.260193,42.65105,37.610764,54,36.88,59.28,56.82,32.34,32.46,39.94,38
2019-12-29 13:51:28:528,gps,30.52169761,114.3975289,24.08129883,3.4956665,4.55999994,1.28844869,10.07283115,177.3000031,14.34629154,25.358225,62.76832,57.38631,34.007862,38.300816,45.584698,66,48.06,50.5,67.5,36.06,45.16,40.68,37
2019-12-29 13:51:29:516,gps,30.52165569,114.3975306,22.63446045,3.60220051,4.51000023,1.04737771,10.05726337,184.8000031,10.296381,28.429035,54.44312,58.30591,46.423527,40.94681,48.62266,65,26,57.82,61,31.74,42.04,41.5,42
2019-12-29 13:51:30:519,gps,30.52160987,114.3975309,21.04260254,3.6344533,4.65999985,0.87800914,10.01000595,184.8000031,7.48819351,22.015024,50.717415,57.554768,46.06755,35.632904,44.380894,67,41.62,52.82,53.24,54.8,40.9,47.58,40
2019-12-29 13:51:31:519,gps,30.52156119,114.3975271,20.49200439,3.77999806,5.48000002,0.93600214,10.02744484,185.3000031,6.67109919,30.613607,53.215794,63.442543,36.112778,41.2742,27.665867,79,43.2,55.68,50.92,43.78,34.4,43.64,37
2019-12-29 13:51:32:521,gps,30.52150304,114.3975323,20.45373535,3.91735983,6.63000011,1.02415824,10.0327177,180.5,5.90085125,26.251875,64.09027,52.221607,30.991365,41.710117,31.560339,95,51.5,60.8,48.82,27.84,33.02,33.18,36
2019-12-29 13:51:33:531,gps,30.52143716,114.3975361,21.09014893,3.98581457,7.21000004,0.76609397,10.0118351,181.5,4.11738205,21.556387,58.323406,51.347054,44.828472,46.31992,28.104685,104,43.16,54.1,49.08,33.28,40.7,37.64,39
2019-12-29 13:51:34:521,gps,30.52137422,114.3975309,20.65979004,4.29956198,7.03000021,1.79254007,10.18003368,182.1000061,13.48609066,18.650064,56.328312,49.92427,41.107456,35.565052,30.383598,101,37.66,58.32,56.36,31.9,38.34,42.42,37
2019-12-29 13:51:35:516,gps,30.52131117,114.3975281,20.44470215,4.23670244,6.6500001,1.32936072,10.07786655,182.8999939,7.94139957,18.45657,59.04658,48.099113,42.27253,36.35041,28.973087,96,44.12,53.64,51.16,31.8,42.62,46.78,36
2019-12-29 13:51:36:525,gps,30.52125313,114.3975302,20.40612793,4.31020021,6.46000004,1.88217962,10.20661068,182.3000031,14.91543198,18.886797,67.8755,52.546844,39.634018,37.80004,33.03942,93,41.66,57.98,43.46,51.62,42.12,44.76,35
2019-12-29 13:51:37:515,gps,30.52119912,114.3975225,20.45330811,4.43261194,6.05000019,2.37134981,10.44448566,183.6000061,20.83194351,20.380604,66.71013,58.73025,42.68493,32.24799,28.525368,87,45.06,57.36,46.24,56.78,47.62,45.18,33
2019-12-29 13:51:38:521,gps,30.52114344,114.3975181,21.03948975,4.19385815,6.07999992,0.98994946,10.10551739,178.6000061,7.55482769,12.509495,56.096523,54.932796,35.912167,31.619965,29.519724,87,45.7,58.26,52.46,53.62,38.88,51.5,33
2019-12-29 13:51:39:518,gps,30.5210902,114.3975185,19.4095459,3.2937417,6.05000019,1.50073314,10.24192905,180.3000031,11.88894081,19.886267,58.768482,57.585205,43.967983,30.120235,33.62734,87,44.52,56.02,52.72,34.44,41.08,47.26,35
2019-12-29 13:51:40:519,gps,30.52103637,114.3975124,22.30981445,3.55757642,6.09000015,2.18433046,10.45126247,182.699997,18.63885498,31.724178,55.938427,50.514843,52.218136,36.71452,36.770336,88,39.51,52.8,56.38,32.1,40.66,38.74,42
2019-12-29 13:51:41:525,gps,30.52098068,114.3975088,21.66088867,3.86531949,6.21999979,2.3521266,10.55717278,185.699997,20.02197838,27.169785,60.404964,54.967754,20.685696,29.961523,25.587626,90,43.06,54.52,55.18,44.16,39.86,51.08,31
2019-12-29 13:51:42:522,gps,30.52092584,114.397516,20.51098633,4.18725061,6.38999987,2.52178502,10.80741787,180.3999939,21.31611061,31.867558,56.980003,59.984108,18.208479,39.93504,29.237535,92,47.02,53.82,52.2,56.7,47.76,43.86,34
2019-12-29 13:51:43:519,gps,30.52086756,114.3975206,20.28338623,4.31944132,6.57000017,2.52414346,10.83913517,182.6000061,20.57784462,28.264736,71.762985,45.871155,33.443077,29.23047,26.415524,95,41.4,52,57.46,37.84,52.86,54.74,33
2019-12-29 13:51:44:526,gps,30.52080872,114.3975189,20.67572021,4.45501328,6.53999996,2.43515921,10.86753559,180.699997,19.8357048,24.645283,68.721924,59.584984,28.253782,25.654772,30.913103,94,42.52,52.1,59.52,29.84,48.76,40.96,30
2019-12-29 13:51:45:532,gps,30.52074104,114.3975437,19.96673584,4.483356,6.82000017,2.01159143,10.5630722,181.199997,14.79773998,25.71234,68.630936,54.52712,31.530611,35.805725,32.59629,98,41.94,52.34,59.52,30.24,47.84,46.9,34
2019-12-29 13:51:46:524,gps,30.52067379,114.3975467,19.42797852,4.33924866,6.21999979,0.78568441,10.3102026,179.1000061,5.54410315,31.195904,62.545773,57.817043,39.29091,39.589706,42.41335,90,40.04,51.46,52.94,52.12,47.36,45.3,39
2019-12-29 13:51:47:528,gps,30.52061645,114.3975415,19.3840332,4.44232702,6.48000002,1.70320284,10.43790913,181,13.96959782,29.312403,58.88812,53.03621,47.843952,36.600136,40.25988,93,44.22,53.56,50.42,32.32,44.6,43.68,40
2019-12-29 13:51:48:537,gps,30.52055395,114.3975455,19.31976318,4.67350721,6.94000006,2.35478234,10.71118164,180,18.25032616,20.895638,51.850636,52.72649,36.526016,40.162968,38.286083,100,43.4,53.26,52.92,29.76,40.22,43.18,39
2019-12-29 13:51:49:517,gps,30.52049076,114.3975597,18.99206543,4.85316563,7.0999999,2.3825407,10.85574055,178.1000061,17.89435959,19.418676,47.073887,60.01007,36.45277,35.086212,35.545288,102,39.4,52.32,54.6,29.76,44.88,44.72,37
2019-12-29 13:51:50:528,gps,30.5204314,114.397557,18.746521,4.16298103,6.98999977,0.92655277,10.40662575,181.5,6.23210382,14.880762,55.160458,54.025898,28.576317,34.71947,30.935896,101,32.4,65.22,58.18,51.62,36.52,46.48,33
2019-12-29 13:51:51:525,gps,30.52036424,114.3975549,18.63110352,4.20262098,7.32000017,1.36619914,10.70505428,180,8.97745991,30.126427,62.812805,54.45142,32.4791,40.831097,33.66742,105,41.22,55.96,59.36,29.72,42.4,44.64,37
2019-12-29 13:51:52:526,gps,30.52030989,114.3975449,17.34832764,4.37142658,7.63000011,1.97002542,10.7016058,189,13.32676888,26.544897,58.17777,55.41391,43.941784,37.109344,42.9812,110,36.3,51.8,63.9,32.94,44.24,43.86,39
2019-12-29 13:51:53:529,gps,30.5202401,114.397542,18.74890137,4.40278292,7.28000021,2.31607437,10.68496799,182.8000031,16.87284279,26.481407,58.736996,49.94682,32.473587,30.147009,37.648674,105,35.72,57,63.22,53.74,41.8,50.56,36
2019-12-29 13:51:54:524,gps,30.52017723,114.3975379,18.9543457,4.37176371,6.96999979,1.32943594,10.62558937,183.6000061,7.54979753,26.061611,55.437664,56.05825,37.06579,28.41489,40.142628,100,34.3,60.68,66.22,34.46,47.06,39.5,37
2019-12-29 13:51:55:522,gps,30.52011127,114.3975311,19.43206787,4.31519604,7.26000023,1.89401686,10.32693005,181.6000061,13.51860714,22.645454,56.854805,58.990616,35.075394,28.326185,42.492138,104,31.24,61.82,62.09,31.66,39.28,47.36,35
2019-12-29 13:51:56:529,gps,30.52004591,114.3975324,19.25604248,4.21841621,7.42999983,2.41598845,10.41461754,181.3000031,17.54890823,25.477114,57.00217,51.75654,37.594105,45.591183,38.042034,107,31.82,58.5,65.5,31.54,38.32,45.84,40
2019-12-29 13:51:57:529,gps,30.51997947,114.3975331,19.17028809,4.22032118,7.55000019,2.53339696,10.56200218,181.3999939,18.27792168,32.163612,61.12108,60.80484,37.864605,35.719707,34.029556,109,34.16,58.84,62.94,28.74,44.12,44.06,36
2019-12-29 13:51:58:518,gps,30.51991709,114.3975285,18.60699463,4.19135761,7.82999992,1.07935166,10.55992222,179.6000061,6.82317448,33.501804,59.202354,56.125027,31.84332,42.99012,37.84949,113,32.98,58.32,62.85,31.78,44.16,51.06,38
2019-12-29 13:51:59:528,gps,30.51984359,114.3975235,18.48632812,4.42420816,7.96000004,1.76139152,10.49984074,180.199997,11.79149818,31.101664,49.066143,56.983482,26.285814,35.61126,37.557076,115,35.5,57.06,59.21,60.08,39.52,53.54,37
2019-12-29 13:52:00:520,gps,30.51977073,114.3975084,18.42163086,4.70822906,8.10999966,2.36862826,10.74879932,182.3000031,15.73796272,30.595675,50.54028,51.88267,31.763916,38.28369,42.244633,117,33.14,59.8,62.85,55.58,42.54,49.72,40
2019-12-29 13:52:01:516,gps,30.51969175,114.3975186,18.88043213,5.00431728,8.31000042,0.99704564,10.64911652,176.199997,5.44633532,36.738537,47.574673,50.744267,49.181583,41.402645,44.195835,120,30.36,58.6,63.19,52.42,38.1,52.96,46
2019-12-29 13:52:02:531,gps,30.51961969,114.3975276,18.57122803,5.07870674,7.96000004,1.46577621,10.69224739,177.6000061,8.41924763,31.223633,56.974842,59.68736,58.404156,40.398376,38.98924,115,34.32,58.72,59.26,47.18,36.06,53.1,42
2019-12-29 13:52:03:529,gps,30.51954327,114.3975193,19.03289795,5.38220263,8.21000004,1.87211108,10.81791306,179.8999939,8.34060192,21.260086,55.82204,51.217197,40.938038,39.6611,30.216373,118,38.98,51.72,59.48,53.2,43.62,53.12,38
2019-12-29 13:52:04:521,gps,30.51946864,114.3975096,19.46020508,5.64835024,7.63999987,2.20639968,11.00466442,182,15.14989948,20.932796,50.240864,48.925365,22.976355,38.29138,27.629183,110,39.54,53.22,60.79,51.76,37.1,53.42,35
2019-12-29 13:52:05:523,gps,30.51939446,114.397525,19.11712646,5.77002668,7.53000021,2.33565831,10.97975636,178.3000031,16.45582008,29.156721,48.403107,52.399487,23.46304,28.516317,31.564415,108,36.2,56,60.5,48.16,39.8,49.16,35
2019-12-29 13:52:06:516,gps,30.5193209,114.3975275,19.60437012,6.06561375,7.75,2.32744503,11.18925858,182.199997,15.88420296,27.083767,63.128773,54.69423,29.616606,39.162987,27.118927,112,34.8,55.4,58.24,33.4,37.08,43.46,34
2019-12-29 13:52:07:521,gps,30.51925285,114.3975287,19.20690918,6.12217379,7.11000013,2.02714086,11.13367653,179.8999939,14.41579342,15.373633,65.910065,49.4515,24.132336,37.857346,37.520336,102,30.1,72.8,57.8,29.38,34.58,40.78,33
2019-12-29 13:52:08:528,gps,30.51920047,114.3975255,19.0201416,6.18862391,5.32000017,1.90031576,11.17611504,186.199997,17.42030907,38.57724,59.468357,53.749,18.962934,36.97184,30.875086,77,38.36,75.16,50.26,28.28,37.52,33.54,35
2019-12-29 13:52:09:524,gps,30.51915636,114.397532,20.48303223,6.29617214,4.38000011,1.89274931,11.28938103,183,20.83154678,12.344391,53.25799,59.569263,22.449965,28.29787,35.49797,63,38.86,60.52,55.2,25.52,37.2,36.47,31
2019-12-29 13:52:10:529,gps,30.51911295,114.3975178,22.75720215,6.0349431,3.97000003,2.16226745,11.24760628,185,27.54547882,28.929737,50.20947,53.67008,28.00971,37.96695,34.059734,57,40.84,59.88,56.02,24.42,33.1,32.33,38
2019-12-29 13:52:11:520,gps,30.51907635,114.3975391,22.35369873,6.19881439,4.03000021,2.48268008,11.64056492,174.3999939,31.90449715,23.922348,56.914566,53.930145,32.49052,41.81152,34.573994,58,40.64,59.12,50.02,30.02,39.68,39.4,37
2019-12-29 13:52:12:521,gps,30.51905085,114.3975511,22.19543457,6.1253314,3.42000008,2.69534779,11.73894882,160.199997,40.48968124,29.553553,53.261177,57.881416,32.660824,34.15936,31.375658,49,44.96,53.66,58.22,55.36,43.54,45.26,36
2019-12-29 13:52:13:526,gps,30.51906979,114.397606,22.37799072,5.64090538,2.77999997,1.56064093,11.05877495,87.5,29.86304855,34.422592,51.352833,60.30255,38.723095,35.802715,35.551735,40,40.02,51.52,62.56,52.04,46.48,38.1,39
2019-12-29 13:52:14:521,gps,30.51906471,114.3976704,21.20483398,5.32050085,3.92000008,1.31502855,10.73433113,97.40000153,16.83513451,34.492702,57.410503,54.269753,27.479233,41.76058,34.560223,56,38.44,60.8,59.38,51.84,44.04,46.24,38
2019-12-29 13:52:15:525,gps,30.51906235,114.3977162,20.08111572,4.76700783,3.8599999,0.90509665,10.32692242,105,10.77886677,36.33461,61.354107,53.21037,34.670307,38.00619,33.65836,56,38.36,50.74,62.42,53.46,52.92,44.16,38
2019-12-29 13:52:16:522,gps,30.51905553,114.3977834,21.16400146,4.45349216,6.1500001,1.67886865,10.276968,99.59999847,13.78462505,26.183844,56.270687,54.324383,39.73532,45.501255,38.907333,89,33.46,55.26,68.88,32.58,42.84,35.64,40
2019-12-29 13:52:17:529,gps,30.51905719,114.3978671,20.60894775,4.29307365,7.23999977,1.76071012,10.0821085,91.5,11.17215538,31.49524,51.928394,56.570026,32.798565,44.63352,32.660114,104,27.02,57.14,60.08,41.54,35.28,44.16,39
2019-12-29 13:52:18:524,gps,30.51904607,114.3979372,20.72961426,3.97326636,7.38000011,0.63780874,10.01572132,91.09999847,3.73467708,28.4987,54.728558,54.5398,32.539146,37.780468,40.18205,106,32.6,58.38,67.24,28.88,45.2,36.26,38
2019-12-29 13:52:19:525,gps,30.51905224,114.3980252,21.47906494,3.78758073,8.36999989,0.98310733,9.95543098,87,5.31768227,23.43794,61.345287,63.734673,38.598087,39.59445,39.227325,120,39.78,60.12,59.04,20.96,35.84,29.46,36
2019-12-29 13:52:20:526,gps,30.51905114,114.3981178,22.2041626,3.65239382,8.39999962,0.50931329,9.9350462,93.09999847,2.68681097,27.768135,47.315426,62.478413,43.383976,36.600048,44.021683,121,38.48,58.54,61.68,27.86,39.48,32.28,40
2019-12-29 13:52:21:522,gps,30.51904288,114.3981948,22.30212402,3.49532461,8.56000042,0.29832867,9.9350462,89.80000305,1.79055369,28.4677,50.458744,63.43239,37.44032,30.75396,42.72417,123,30.7,51.98,67,40.52,51.42,43.32,38
